gate_type,delay_ps,tpHL_ps,tpLH_ps,power_mW,pdp,vdd,temp,cload,deck_file,output_file,static_input,static_state,switching_input,width_inv,width_n,width_n1,width_n2,width_n3,width_n4,width_p,width_p1,width_p2,width_p3,width_p4
inverter,43.3539,43.3539,35.6169,0.002476,0.107344,1.789,109.9,4.15,spice/generated/inverter_0140.cir,spice/outputs/inverter_0140_output.txt,,,,,0.607,,,,,1.74,,,,
inverter,46.3974,37.2336,46.3974,0.001756,0.081474,1.585,83.6,3.36,spice/generated/inverter_0141.cir,spice/outputs/inverter_0141_output.txt,,,,,0.933,,,,,1.354,,,,
inverter,54.9974,43.6488,54.9974,0.005711,0.31409,1.813,75.5,10.38,spice/generated/inverter_0142.cir,spice/outputs/inverter_0142_output.txt,,,,,1.251,,,,,1.914,,,,
inverter,91.0161,47.8826,91.0161,0.00187,0.1702,1.448,-33.4,5.76,spice/generated/inverter_0143.cir,spice/outputs/inverter_0143_output.txt,,,,,0.983,,,,,1.148,,,,
inverter,104.9955,73.0797,104.9955,0.005314,0.557946,1.455,118.7,19.06,spice/generated/inverter_0144.cir,spice/outputs/inverter_0144_output.txt,,,,,1.363,,,,,1.754,,,,
inverter,98.4705,78.2223,98.4705,0.007764,0.764525,2.0,70.9,15.37,spice/generated/inverter_0145.cir,spice/outputs/inverter_0145_output.txt,,,,,0.56,,,,,0.904,,,,
inverter,66.5159,66.5159,65.2181,0.005207,0.346348,1.682,67.5,12.12,spice/generated/inverter_0146.cir,spice/outputs/inverter_0146_output.txt,,,,,0.772,,,,,1.874,,,,
inverter,91.8998,39.2023,91.8998,0.003245,0.298215,1.781,41.1,7.33,spice/generated/inverter_0147.cir,spice/outputs/inverter_0147_output.txt,,,,,1.022,,,,,0.637,,,,
inverter,62.0414,29.919,62.0414,0.003551,0.220309,1.802,101.5,6.48,spice/generated/inverter_0148.cir,spice/outputs/inverter_0148_output.txt,,,,,1.541,,,,,0.995,,,,
inverter,50.0254,33.1254,50.0254,0.004748,0.237521,1.967,94.2,6.98,spice/generated/inverter_0149.cir,spice/outputs/inverter_0149_output.txt,,,,,1.182,,,,,1.325,,,,
inverter,130.3906,69.0478,130.3906,0.006205,0.809074,1.594,120.1,19.77,spice/generated/inverter_0150.cir,spice/outputs/inverter_0150_output.txt,,,,,1.272,,,,,1.106,,,,
inverter,64.9934,47.9881,64.9934,0.003907,0.253929,1.795,49.5,7.87,spice/generated/inverter_0151.cir,spice/outputs/inverter_0151_output.txt,,,,,0.781,,,,,1.12,,,,
inverter,59.4133,56.1768,59.4133,0.00607,0.360639,1.854,63.2,11.44,spice/generated/inverter_0152.cir,spice/outputs/inverter_0152_output.txt,,,,,0.805,,,,,1.64,,,,
inverter,82.0823,76.3919,82.0823,0.009919,0.814174,1.957,32.3,19.49,spice/generated/inverter_0153.cir,spice/outputs/inverter_0153_output.txt,,,,,0.682,,,,,1.547,,,,
inverter,118.7306,41.935,118.7306,0.004623,0.548892,1.765,-0.5,11.49,spice/generated/inverter_0154.cir,spice/outputs/inverter_0154_output.txt,,,,,1.326,,,,,0.738,,,,
inverter,42.0898,38.9615,42.0898,0.001555,0.06545,1.456,123.7,3.23,spice/generated/inverter_0155.cir,spice/outputs/inverter_0155_output.txt,,,,,1.192,,,,,1.869,,,,
inverter,46.5382,30.7148,46.5382,0.004155,0.193366,1.899,42.2,6.2,spice/generated/inverter_0156.cir,spice/outputs/inverter_0156_output.txt,,,,,1.263,,,,,1.575,,,,
inverter,71.1222,35.1627,71.1222,0.004583,0.325953,1.901,121.7,8.29,spice/generated/inverter_0157.cir,spice/outputs/inverter_0157_output.txt,,,,,1.327,,,,,0.866,,,,
inverter,44.3591,23.0725,44.3591,0.00468,0.207601,1.953,43.9,6.25,spice/generated/inverter_0158.cir,spice/outputs/inverter_0158_output.txt,,,,,1.796,,,,,1.819,,,,
inverter,71.3728,50.772,71.3728,0.008449,0.603029,1.874,28.5,16.59,spice/generated/inverter_0159.cir,spice/outputs/inverter_0159_output.txt,,,,,1.262,,,,,1.901,,,,
inverter,90.4567,38.642,90.4567,0.003783,0.342198,1.57,9.3,10.3,spice/generated/inverter_0160.cir,spice/outputs/inverter_0160_output.txt,,,,,1.998,,,,,1.38,,,,
inverter,116.2056,53.2882,116.2056,0.003337,0.387778,1.489,48.9,11.33,spice/generated/inverter_0161.cir,spice/outputs/inverter_0161_output.txt,,,,,1.328,,,,,1.018,,,,
inverter,126.2046,41.9462,126.2046,0.004292,0.54167,1.673,13.1,11.86,spice/generated/inverter_0162.cir,spice/outputs/inverter_0162_output.txt,,,,,1.546,,,,,0.783,,,,
inverter,195.579,50.9989,195.579,0.004096,0.801092,1.54,88.0,14.4,spice/generated/inverter_0163.cir,spice/outputs/inverter_0163_output.txt,,,,,1.617,,,,,0.565,,,,
inverter,91.9622,44.1728,91.9622,0.009379,0.862513,1.887,23.7,19.64,spice/generated/inverter_0164.cir,spice/outputs/inverter_0164_output.txt,,,,,1.731,,,,,1.496,,,,
inverter,125.5388,51.5883,125.5388,0.006377,0.800561,1.697,-33.9,17.52,spice/generated/inverter_0165.cir,spice/outputs/inverter_0165_output.txt,,,,,1.385,,,,,1.253,,,,
inverter,82.655,47.552,82.655,0.007527,0.622144,1.925,32.7,14.73,spice/generated/inverter_0166.cir,spice/outputs/inverter_0166_output.txt,,,,,1.185,,,,,1.289,,,,
inverter,181.836,65.0218,181.836,0.006138,1.116109,1.646,68.0,19.41,spice/generated/inverter_0167.cir,spice/outputs/inverter_0167_output.txt,,,,,1.204,,,,,0.732,,,,
inverter,100.799,50.7898,100.799,0.005938,0.598544,1.603,74.3,17.19,spice/generated/inverter_0168.cir,spice/outputs/inverter_0168_output.txt,,,,,1.778,,,,,1.475,,,,
inverter,106.0968,39.9319,106.0968,0.007375,0.782464,1.916,22.7,15.43,spice/generated/inverter_0169.cir,spice/outputs/inverter_0169_output.txt,,,,,1.578,,,,,0.975,,,,
inverter,180.6531,44.0297,180.6531,0.008002,1.445586,1.923,-34.1,18.5,spice/generated/inverter_0170.cir,spice/outputs/inverter_0170_output.txt,,,,,1.447,,,,,0.603,,,,
inverter,73.5298,62.2327,73.5298,0.007219,0.530812,1.998,83.2,13.04,spice/generated/inverter_0171.cir,spice/outputs/inverter_0171_output.txt,,,,,0.648,,,,,1.151,,,,
inverter,31.8702,12.1871,31.8702,0.001741,0.055486,1.924,33.2,1.87,spice/generated/inverter_0172.cir,spice/outputs/inverter_0172_output.txt,,,,,1.855,,,,,1.541,,,,
inverter,80.3999,54.1627,80.3999,0.005404,0.434481,1.878,8.4,11.09,spice/generated/inverter_0173.cir,spice/outputs/inverter_0173_output.txt,,,,,0.718,,,,,1.062,,,,
inverter,143.9321,90.1878,143.9321,0.006275,0.903174,1.74,90.8,17.55,spice/generated/inverter_0174.cir,spice/outputs/inverter_0174_output.txt,,,,,0.618,,,,,0.755,,,,
inverter,59.3799,55.0999,59.3799,0.004957,0.294346,1.772,-0.3,9.76,spice/generated/inverter_0175.cir,spice/outputs/inverter_0175_output.txt,,,,,0.715,,,,,1.869,,,,
inverter,295.9258,52.0017,295.9258,0.004964,1.468976,1.552,2.1,18.12,spice/generated/inverter_0176.cir,spice/outputs/inverter_0176_output.txt,,,,,1.707,,,,,0.514,,,,
inverter,88.5495,48.2573,88.5495,0.005448,0.482418,1.807,-13.9,12.16,spice/generated/inverter_0177.cir,spice/outputs/inverter_0177_output.txt,,,,,1.018,,,,,1.163,,,,
inverter,63.749,23.2547,63.749,0.002713,0.172951,1.783,30.0,4.79,spice/generated/inverter_0178.cir,spice/outputs/inverter_0178_output.txt,,,,,1.768,,,,,0.875,,,,
inverter,118.9603,47.7227,118.9603,0.004121,0.490235,1.631,39.7,11.92,spice/generated/inverter_0179.cir,spice/outputs/inverter_0179_output.txt,,,,,1.358,,,,,0.856,,,,
inverter,42.0961,25.0414,42.0961,0.004766,0.20063,1.996,8.7,6.22,spice/generated/inverter_0180.cir,spice/outputs/inverter_0180_output.txt,,,,,1.487,,,,,1.967,,,,
inverter,77.2019,77.2019,66.4412,0.005542,0.427853,1.74,73.2,12.52,spice/generated/inverter_0181.cir,spice/outputs/inverter_0181_output.txt,,,,,0.574,,,,,1.617,,,,
inverter,102.0172,42.204,102.0172,0.004909,0.500802,1.698,109.2,12.53,spice/generated/inverter_0182.cir,spice/outputs/inverter_0182_output.txt,,,,,1.698,,,,,0.929,,,,
inverter,93.255,51.1455,93.255,0.00525,0.489589,1.611,65.0,14.7,spice/generated/inverter_0183.cir,spice/outputs/inverter_0183_output.txt,,,,,1.517,,,,,1.431,,,,
inverter,73.7181,38.73,73.7181,0.006383,0.470543,1.796,98.3,13.28,spice/generated/inverter_0184.cir,spice/outputs/inverter_0184_output.txt,,,,,1.855,,,,,1.442,,,,
inverter,49.5516,26.2802,49.5516,0.001646,0.081562,1.585,32.7,2.71,spice/generated/inverter_0185.cir,spice/outputs/inverter_0185_output.txt,,,,,1.599,,,,,1.369,,,,
inverter,118.4315,69.6996,118.4315,0.003522,0.417116,1.577,83.3,11.25,spice/generated/inverter_0186.cir,spice/outputs/inverter_0186_output.txt,,,,,0.698,,,,,0.763,,,,
inverter,41.5287,22.1988,41.5287,0.004575,0.189994,1.983,47.6,5.88,spice/generated/inverter_0187.cir,spice/outputs/inverter_0187_output.txt,,,,,1.746,,,,,1.87,,,,
inverter,50.6977,28.339,50.6977,0.004877,0.247253,1.895,39.5,7.44,spice/generated/inverter_0188.cir,spice/outputs/inverter_0188_output.txt,,,,,1.62,,,,,1.71,,,,
inverter,196.7335,53.7715,196.7335,0.004508,0.886875,1.469,118.9,17.34,spice/generated/inverter_0189.cir,spice/outputs/inverter_0189_output.txt,,,,,1.95,,,,,0.711,,,,
inverter,46.3924,31.7773,46.3924,0.005032,0.233447,1.835,121.7,7.95,spice/generated/inverter_0190.cir,spice/outputs/inverter_0190_output.txt,,,,,1.707,,,,,1.951,,,,
inverter,87.2134,45.0645,87.2134,0.006667,0.581452,1.874,-37.7,13.78,spice/generated/inverter_0191.cir,spice/outputs/inverter_0191_output.txt,,,,,1.182,,,,,1.305,,,,
inverter,38.3211,18.634,38.3211,0.002314,0.088675,1.803,56.5,3.06,spice/generated/inverter_0192.cir,spice/outputs/inverter_0192_output.txt,,,,,1.91,,,,,1.734,,,,
inverter,117.9018,61.0779,117.9018,0.005665,0.667914,1.54,-35.9,18.39,spice/generated/inverter_0193.cir,spice/outputs/inverter_0193_output.txt,,,,,1.342,,,,,1.826,,,,
inverter,71.9398,35.6419,71.9398,0.002785,0.200352,1.533,-29.6,6.74,spice/generated/inverter_0194.cir,spice/outputs/inverter_0194_output.txt,,,,,1.864,,,,,1.736,,,,
inverter,69.2652,52.7052,69.2652,0.004396,0.30449,1.645,-16.9,10.36,spice/generated/inverter_0195.cir,spice/outputs/inverter_0195_output.txt,,,,,0.957,,,,,1.919,,,,
inverter,165.7531,64.7569,165.7531,0.003543,0.587263,1.458,106.4,13.74,spice/generated/inverter_0196.cir,spice/outputs/inverter_0196_output.txt,,,,,1.18,,,,,0.703,,,,
inverter,45.6435,22.0636,45.6435,0.002814,0.128441,1.846,116.1,3.94,spice/generated/inverter_0197.cir,spice/outputs/inverter_0197_output.txt,,,,,1.613,,,,,1.129,,,,
inverter,138.6796,63.5235,138.6796,0.006351,0.880754,1.649,-23.7,19.08,spice/generated/inverter_0198.cir,spice/outputs/inverter_0198_output.txt,,,,,1.112,,,,,1.234,,,,
inverter,171.3368,55.0424,171.3368,0.004308,0.738119,1.42,21.1,17.25,spice/generated/inverter_0199.cir,spice/outputs/inverter_0199_output.txt,,,,,1.926,,,,,1.165,,,,
inverter,81.5473,39.5065,81.5473,0.002675,0.218139,1.46,73.1,7.81,spice/generated/inverter_0200.cir,spice/outputs/inverter_0200_output.txt,,,,,1.967,,,,,1.317,,,,
inverter,130.5738,36.3722,130.5738,0.003436,0.448652,1.639,-8.7,9.64,spice/generated/inverter_0201.cir,spice/outputs/inverter_0201_output.txt,,,,,1.772,,,,,0.683,,,,
inverter,89.0151,89.0151,83.331,0.006879,0.612335,1.798,65.9,15.95,spice/generated/inverter_0202.cir,spice/outputs/inverter_0202_output.txt,,,,,0.532,,,,,1.396,,,,
inverter,123.2055,89.5925,123.2055,0.004641,0.571797,1.546,-19.2,15.54,spice/generated/inverter_0203.cir,spice/outputs/inverter_0203_output.txt,,,,,0.603,,,,,1.347,,,,
inverter,53.2369,39.7787,53.2369,0.001893,0.100777,1.524,-4.4,3.8,spice/generated/inverter_0204.cir,spice/outputs/inverter_0204_output.txt,,,,,0.993,,,,,1.805,,,,
inverter,37.1657,29.5504,37.1657,0.002491,0.09258,1.94,-39.5,3.47,spice/generated/inverter_0205.cir,spice/outputs/inverter_0205_output.txt,,,,,0.717,,,,,1.788,,,,
inverter,39.777,34.2046,39.777,0.000771,0.030668,1.55,-11.2,1.28,spice/generated/inverter_0206.cir,spice/outputs/inverter_0206_output.txt,,,,,0.539,,,,,1.492,,,,
inverter,38.7451,23.5533,38.7451,0.00146,0.056568,1.874,-0.7,2.0,spice/generated/inverter_0207.cir,spice/outputs/inverter_0207_output.txt,,,,,0.761,,,,,0.986,,,,
inverter,74.656,51.7212,74.656,0.007636,0.570073,1.845,46.8,15.78,spice/generated/inverter_0208.cir,spice/outputs/inverter_0208_output.txt,,,,,1.214,,,,,1.618,,,,
inverter,47.6599,17.4148,47.6599,0.001566,0.074635,1.708,-22.0,1.82,spice/generated/inverter_0209.cir,spice/outputs/inverter_0209_output.txt,,,,,1.918,,,,,1.256,,,,
inverter,96.4992,59.4833,96.4992,0.008792,0.848421,1.87,103.1,19.32,spice/generated/inverter_0210.cir,spice/outputs/inverter_0210_output.txt,,,,,1.187,,,,,1.282,,,,
inverter,114.6382,49.9289,114.6382,0.002922,0.334973,1.436,39.0,10.32,spice/generated/inverter_0211.cir,spice/outputs/inverter_0211_output.txt,,,,,1.529,,,,,1.102,,,,
inverter,52.5645,14.3559,52.5645,0.001871,0.098348,1.946,-27.9,2.25,spice/generated/inverter_0212.cir,spice/outputs/inverter_0212_output.txt,,,,,1.412,,,,,0.621,,,,
inverter,126.8423,80.0128,126.8423,0.006017,0.76321,1.565,64.5,19.9,spice/generated/inverter_0213.cir,spice/outputs/inverter_0213_output.txt,,,,,0.988,,,,,1.323,,,,
inverter,85.5028,73.4218,85.5028,0.005716,0.488734,1.718,34.9,14.33,spice/generated/inverter_0214.cir,spice/outputs/inverter_0214_output.txt,,,,,0.649,,,,,1.408,,,,
inverter,40.9976,24.0057,40.9976,0.003704,0.151855,1.912,67.4,5.09,spice/generated/inverter_0215.cir,spice/outputs/inverter_0215_output.txt,,,,,1.581,,,,,1.653,,,,
inverter,89.2993,43.1745,89.2993,0.003541,0.316209,1.671,-2.3,8.9,spice/generated/inverter_0216.cir,spice/outputs/inverter_0216_output.txt,,,,,1.18,,,,,1.008,,,,
inverter,57.0861,41.7436,57.0861,0.001676,0.095676,1.457,30.4,3.9,spice/generated/inverter_0217.cir,spice/outputs/inverter_0217_output.txt,,,,,1.061,,,,,1.498,,,,
inverter,33.4573,28.9636,33.4573,0.001986,0.066446,1.954,-28.9,2.83,spice/generated/inverter_0218.cir,spice/outputs/inverter_0218_output.txt,,,,,0.64,,,,,1.748,,,,
inverter,69.708,42.2081,69.708,0.005948,0.414623,1.843,93.9,11.67,spice/generated/inverter_0219.cir,spice/outputs/inverter_0219_output.txt,,,,,1.38,,,,,1.335,,,,
inverter,141.3124,50.0338,141.3124,0.004886,0.690452,1.598,-19.8,15.26,spice/generated/inverter_0220.cir,spice/outputs/inverter_0220_output.txt,,,,,1.498,,,,,1.03,,,,
inverter,44.7278,32.5447,44.7278,0.005232,0.234016,1.921,79.0,7.68,spice/generated/inverter_0221.cir,spice/outputs/inverter_0221_output.txt,,,,,1.401,,,,,1.953,,,,
inverter,42.6542,31.6633,42.6542,0.001966,0.083858,1.747,-4.9,3.06,spice/generated/inverter_0222.cir,spice/outputs/inverter_0222_output.txt,,,,,0.836,,,,,1.485,,,,
inverter,74.5651,46.4961,74.5651,0.008463,0.631044,1.907,20.6,16.34,spice/generated/inverter_0223.cir,spice/outputs/inverter_0223_output.txt,,,,,1.361,,,,,1.644,,,,
inverter,61.1999,43.8246,61.1999,0.007495,0.458693,1.907,120.8,13.21,spice/generated/inverter_0224.cir,spice/outputs/inverter_0224_output.txt,,,,,1.42,,,,,1.728,,,,
inverter,50.74,50.0486,50.74,0.001789,0.090774,1.416,113.3,4.43,spice/generated/inverter_0225.cir,spice/outputs/inverter_0225_output.txt,,,,,0.901,,,,,1.744,,,,
inverter,117.6298,91.0633,117.6298,0.007099,0.835054,1.822,11.0,17.53,spice/generated/inverter_0226.cir,spice/outputs/inverter_0226_output.txt,,,,,0.509,,,,,1.01,,,,
inverter,48.3188,17.3469,48.3188,0.001252,0.060495,1.74,26.1,1.58,spice/generated/inverter_0227.cir,spice/outputs/inverter_0227_output.txt,,,,,1.45,,,,,0.713,,,,
inverter,67.8698,38.8324,67.8698,0.004232,0.287225,1.848,-4.5,8.03,spice/generated/inverter_0228.cir,spice/outputs/inverter_0228_output.txt,,,,,1.011,,,,,1.13,,,,
inverter,29.4828,29.4828,29.2991,0.001291,0.038062,1.833,88.2,2.0,spice/generated/inverter_0229.cir,spice/outputs/inverter_0229_output.txt,,,,,0.627,,,,,1.351,,,,
inverter,93.5571,72.7383,93.5571,0.004122,0.385642,1.494,61.9,13.58,spice/generated/inverter_0230.cir,spice/outputs/inverter_0230_output.txt,,,,,0.908,,,,,1.511,,,,
inverter,55.816,22.8965,55.816,0.001872,0.104488,1.691,32.9,3.16,spice/generated/inverter_0231.cir,spice/outputs/inverter_0231_output.txt,,,,,1.632,,,,,0.91,,,,
inverter,87.6214,52.4607,87.6214,0.005257,0.460626,1.658,6.7,13.68,spice/generated/inverter_0232.cir,spice/outputs/inverter_0232_output.txt,,,,,1.23,,,,,1.518,,,,
inverter,76.1343,70.9471,76.1343,0.002105,0.160263,1.427,25.2,6.73,spice/generated/inverter_0233.cir,spice/outputs/inverter_0233_output.txt,,,,,0.512,,,,,1.399,,,,
inverter,49.5689,27.083,49.5689,0.000754,0.037375,1.527,-17.4,1.15,spice/generated/inverter_0234.cir,spice/outputs/inverter_0234_output.txt,,,,,0.992,,,,,0.883,,,,
inverter,83.6495,34.176,83.6495,0.005148,0.430628,1.848,-11.0,10.5,spice/generated/inverter_0235.cir,spice/outputs/inverter_0235_output.txt,,,,,1.556,,,,,1.07,,,,
inverter,48.8076,11.3628,48.8076,0.001742,0.085023,1.9,93.0,1.8,spice/generated/inverter_0236.cir,spice/outputs/inverter_0236_output.txt,,,,,1.793,,,,,0.608,,,,
inverter,81.2776,60.0848,81.2776,0.003514,0.285609,1.411,112.0,11.89,spice/generated/inverter_0237.cir,spice/outputs/inverter_0237_output.txt,,,,,1.364,,,,,1.793,,,,
inverter,82.1105,51.5929,82.1105,0.003308,0.271622,1.826,28.9,7.17,spice/generated/inverter_0238.cir,spice/outputs/inverter_0238_output.txt,,,,,0.531,,,,,0.673,,,,
inverter,34.0949,16.255,34.0949,0.002207,0.075247,1.881,62.0,2.67,spice/generated/inverter_0239.cir,spice/outputs/inverter_0239_output.txt,,,,,1.88,,,,,1.748,,,,
inverter,60.437,34.1281,60.437,0.005058,0.30569,1.907,0.1,8.52,spice/generated/inverter_0240.cir,spice/outputs/inverter_0240_output.txt,,,,,1.286,,,,,1.383,,,,
inverter,104.548,63.564,104.548,0.003542,0.370309,1.586,16.0,10.7,spice/generated/inverter_0241.cir,spice/outputs/inverter_0241_output.txt,,,,,0.752,,,,,1.0,,,,
inverter,94.5446,72.0749,94.5446,0.004385,0.414578,1.468,44.1,14.82,spice/generated/inverter_0242.cir,spice/outputs/inverter_0242_output.txt,,,,,1.024,,,,,1.859,,,,
inverter,52.2986,37.1475,52.2986,0.002915,0.15245,1.891,94.5,4.75,spice/generated/inverter_0243.cir,spice/outputs/inverter_0243_output.txt,,,,,0.72,,,,,0.854,,,,
inverter,79.5539,73.891,79.5539,0.006657,0.52959,1.761,85.4,15.68,spice/generated/inverter_0244.cir,spice/outputs/inverter_0244_output.txt,,,,,0.766,,,,,1.483,,,,
inverter,87.3388,64.4207,87.3388,0.007197,0.628577,1.696,84.5,18.56,spice/generated/inverter_0245.cir,spice/outputs/inverter_0245_output.txt,,,,,1.173,,,,,1.64,,,,
inverter,78.1346,39.8143,78.1346,0.005744,0.448805,1.739,64.8,12.92,spice/generated/inverter_0246.cir,spice/outputs/inverter_0246_output.txt,,,,,1.796,,,,,1.437,,,,
inverter,87.2896,47.955,87.2896,0.002124,0.185403,1.491,-28.7,6.22,spice/generated/inverter_0247.cir,spice/outputs/inverter_0247_output.txt,,,,,0.954,,,,,1.163,,,,
inverter,56.1271,33.5127,56.1271,0.000979,0.054948,1.434,43.7,2.08,spice/generated/inverter_0248.cir,spice/outputs/inverter_0248_output.txt,,,,,1.178,,,,,0.966,,,,
inverter,67.0144,33.3487,67.0144,0.007096,0.475534,1.899,-27.3,12.69,spice/generated/inverter_0249.cir,spice/outputs/inverter_0249_output.txt,,,,,1.783,,,,,1.796,,,,
inverter,109.47,48.5017,109.47,0.006826,0.747242,1.704,36.3,18.02,spice/generated/inverter_0250.cir,spice/outputs/inverter_0250_output.txt,,,,,1.688,,,,,1.331,,,,
inverter,65.2076,53.098,65.2076,0.004318,0.281566,1.67,93.6,10.04,spice/generated/inverter_0251.cir,spice/outputs/inverter_0251_output.txt,,,,,0.982,,,,,1.478,,,,
inverter,146.2097,37.5754,146.2097,0.00229,0.33482,1.491,-29.8,7.53,spice/generated/inverter_0252.cir,spice/outputs/inverter_0252_output.txt,,,,,1.849,,,,,0.655,,,,
inverter,90.0193,47.1316,90.0193,0.004234,0.381142,1.829,43.3,9.32,spice/generated/inverter_0253.cir,spice/outputs/inverter_0253_output.txt,,,,,0.872,,,,,0.759,,,,
inverter,82.9787,40.019,82.9787,0.002603,0.215994,1.664,46.3,6.37,spice/generated/inverter_0254.cir,spice/outputs/inverter_0254_output.txt,,,,,1.059,,,,,0.738,,,,
inverter,93.6935,43.7663,93.6935,0.005041,0.472309,1.645,15.8,13.3,spice/generated/inverter_0255.cir,spice/outputs/inverter_0255_output.txt,,,,,1.684,,,,,1.397,,,,
inverter,127.5128,74.6199,127.5128,0.003908,0.49832,1.44,-24.4,14.75,spice/generated/inverter_0256.cir,spice/outputs/inverter_0256_output.txt,,,,,0.926,,,,,1.518,,,,
inverter,59.4897,54.1642,59.4897,0.006079,0.361638,1.794,109.5,12.07,spice/generated/inverter_0257.cir,spice/outputs/inverter_0257_output.txt,,,,,1.0,,,,,1.81,,,,
inverter,71.2159,44.8051,71.2159,0.003131,0.222977,1.485,17.7,8.45,spice/generated/inverter_0258.cir,spice/outputs/inverter_0258_output.txt,,,,,1.548,,,,,1.952,,,,
inverter,109.569,60.68,109.569,0.006304,0.690723,1.757,114.8,16.04,spice/generated/inverter_0259.cir,spice/outputs/inverter_0259_output.txt,,,,,1.065,,,,,0.964,,,,
inverter,66.3634,40.4264,66.3634,0.007595,0.50403,1.888,70.6,14.02,spice/generated/inverter_0260.cir,spice/outputs/inverter_0260_output.txt,,,,,1.608,,,,,1.743,,,,
inverter,68.0868,43.7262,68.0868,0.00361,0.245793,1.716,66.6,7.89,spice/generated/inverter_0261.cir,spice/outputs/inverter_0261_output.txt,,,,,1.043,,,,,1.135,,,,
inverter,59.5541,41.5163,59.5541,0.002354,0.14019,1.508,-4.7,5.3,spice/generated/inverter_0262.cir,spice/outputs/inverter_0262_output.txt,,,,,1.229,,,,,1.922,,,,
inverter,113.5271,88.4604,113.5271,0.004445,0.504628,1.483,-27.3,15.65,spice/generated/inverter_0263.cir,spice/outputs/inverter_0263_output.txt,,,,,0.652,,,,,1.767,,,,
inverter,149.8006,55.7529,149.8006,0.006712,1.005462,1.901,105.8,15.56,spice/generated/inverter_0264.cir,spice/outputs/inverter_0264_output.txt,,,,,1.005,,,,,0.557,,,,
inverter,201.2137,52.0783,201.2137,0.004111,0.82719,1.479,22.2,15.65,spice/generated/inverter_0265.cir,spice/outputs/inverter_0265_output.txt,,,,,1.747,,,,,0.743,,,,
inverter,90.8688,46.8531,90.8688,0.006633,0.602733,1.885,-12.7,13.85,spice/generated/inverter_0266.cir,spice/outputs/inverter_0266_output.txt,,,,,1.116,,,,,1.157,,,,
inverter,108.4824,42.1975,108.4824,0.003147,0.341394,1.543,33.3,9.53,spice/generated/inverter_0267.cir,spice/outputs/inverter_0267_output.txt,,,,,1.623,,,,,0.927,,,,
inverter,88.4222,56.4717,88.4222,0.006824,0.603393,1.72,11.1,16.87,spice/generated/inverter_0268.cir,spice/outputs/inverter_0268_output.txt,,,,,1.204,,,,,1.713,,,,
inverter,46.9295,42.4947,46.9295,0.003213,0.150784,1.621,116.3,6.35,spice/generated/inverter_0269.cir,spice/outputs/inverter_0269_output.txt,,,,,1.193,,,,,1.977,,,,
inverter,82.8743,49.1099,82.8743,0.00618,0.512163,1.629,47.0,16.22,spice/generated/inverter_0270.cir,spice/outputs/inverter_0270_output.txt,,,,,1.725,,,,,1.949,,,,
